symbol,entry_time,exit_time,side,entry,exit,size,notional,commission,slippage,funding,bars_held,exit_reason,soft_sl,hard_sl,liquidation_price,entry_equity,pnl_return_pct,risk_pct,risk_mult,risk_reasons,pnl,btc_return_pct,eth_return_pct,eth_minus_btc_pct,btc_realized_vol_pct,rotation_regime,rotation_alignment,rotation_overlay_fold,rotation_overlay_multiplier,rotation_overlay_reason,overlay_pnl,overlay_pnl_return_pct
LINK/USDT,2024-07-25 08:00:00+00:00,2024-07-25 12:00:00,short,13.02,12.89,137.611146,1782.94,1.4264,2.6744,0.0891,1,soft_sl,12.8948,13.21,,2905.4764,0.439538,0.03001,1.12,market:trend|adx:trend|daily:aligned|obv:aligned|vp:inside_value|funding_window,12.77,-4.605246517274885,-8.823647836365634,-4.218401319090749,0.8701689821935643,risk_off_broad,with_rotation,,1.0,rotation_overlay:no_test_fold,12.77,0.439538
TRX/USDT,2024-07-29 00:00:00+00:00,2024-07-29 00:00:00,long,0.14,0.14,45753.743055,6370.06,5.0961,9.5551,0.3185,1,soft_sl,0.14,0.14,,2919.7857,1.91619,0.02869,0.717,adx:trend|daily:aligned|obv:aligned|pattern:contra|vp:long_above_value|weekly_open|funding_window|daily_close,55.95,3.7135298678789175,2.9732139762483234,-0.7403158916305941,0.6418592433946354,mixed_neutral,neutral_rotation,,1.0,rotation_overlay:no_test_fold,55.95,1.91619
LINK/USDT,2024-08-01 20:00:00+00:00,2024-08-02 00:00:00,short,12.41,12.33,252.998208,3130.61,2.5045,4.6959,-0.1397,1,soft_sl,12.3341,12.63,,2975.7344,0.442038,0.05,1.25,market:trend|adx:trend|daily:aligned|obv:aligned|vp:short_below_value,13.15,-5.757722595969483,-5.432717144039656,0.3250054519298269,0.9040121771037444,risk_off_broad,with_rotation,,1.0,rotation_overlay:no_test_fold,13.15,0.442038
LINK/USDT,2024-08-02 20:00:00+00:00,2024-08-03 00:00:00,short,11.91,11.8,205.901106,2440.7,1.9526,3.661,-0.1532,1,soft_sl,11.8014,12.16,,2988.8882,0.537543,0.04951,1.238,market:trend|adx:trend|daily:aligned|obv:aligned|vol:elevated|vp:short_below_value,16.07,-4.976828317101523,-7.9731365548273425,-2.9963082377258194,1.3173545949303966,risk_off_broad,with_rotation,,1.0,rotation_overlay:no_test_fold,16.07,0.537543
LINK/USDT,2024-08-04 20:00:00+00:00,2024-08-05 00:00:00,short,11.07,10.82,86.06415,942.26,0.7538,1.4134,-0.0146,1,soft_sl,10.8246,11.19,,3004.9548,0.636794,0.02068,0.772,market:trend|adx:strong|daily:aligned|obv:aligned|vol:elevated|rsi:cold_short|pattern:strong_contra|vp:short_below_value|weekend,19.14,-6.575398640442886,-11.962431715809984,-5.387033075367098,1.3893571387806762,risk_off_broad,with_rotation,,1.0,rotation_overlay:no_test_fold,19.14,0.636794
DOGE/USDT,2024-08-04 20:00:00+00:00,2024-08-05 00:00:00,short,0.1,0.1,14123.809936,1472.1,1.1777,2.2082,0.1083,1,soft_sl,0.1037,0.11,,3004.9548,0.355149,0.035,0.875,market:trend|adx:strong|daily:aligned|obv:aligned|vol:elevated|pattern:strong_contra|vp:short_below_value|weekend,10.67,-6.575398640442886,-11.962431715809984,-5.387033075367098,1.3893571387806762,risk_off_broad,with_rotation,,1.0,rotation_overlay:no_test_fold,10.67,0.355149
TRX/USDT,2024-08-05 08:00:00+00:00,2024-08-05 08:00:00,short,0.12,0.12,32405.338521,3895.28,3.1162,5.8429,0.1948,1,soft_sl,0.12,0.12,,3034.7622,0.136165,0.04409,1.102,market:trend|adx:strong|daily:aligned|obv:aligned|rsi:cold_short|pattern:contra|vp:short_below_value|funding_window,4.13,-17.928475664889476,-25.098378268415335,-7.169902603525859,1.974456522347567,risk_off_broad,with_rotation,,1.0,rotation_overlay:no_test_fold,4.13,0.136165
TRX/USDT,2024-08-10 08:00:00+00:00,2024-08-10 08:00:00,long,0.13,0.13,36598.670052,4735.87,3.7887,7.1038,0.2368,1,soft_sl,0.13,0.13,,3038.8945,1.078982,0.02715,0.679,daily:aligned|obv:aligned|vp:inside_value|weekend|funding_window,32.79,6.873267754799328,4.911984317350515,-1.961283437448813,1.751159765632333,btc_leads_up,with_rotation,,1.0,rotation_overlay:no_test_fold,32.79,1.078982
TRX/USDT,2024-08-13 08:00:00+00:00,2024-08-13 12:00:00,short,0.13,0.13,68036.260566,8595.58,6.8765,12.8934,0.4298,1,soft_sl,0.1262,0.13,,3071.6836,-0.073968,0.03878,0.97,daily:aligned|obv:aligned|vp:inside_value|funding_window,-2.27,-2.63199006734145,0.5347390488632975,3.1667291162047473,0.9230689222303792,alt_resilient_down,neutral_rotation,,1.0,rotation_overlay:no_test_fold,-2.27,-0.073968
TRX/USDT,2024-08-19 16:00:00+00:00,2024-08-19 16:00:00,long,0.14,0.14,49221.613748,6875.28,5.5002,10.3129,0.3438,1,soft_sl,0.14,0.14,,3069.4115,0.499931,0.04208,1.052,market:trend|adx:trend|daily:aligned|obv:aligned|rsi:hot_long|vp:long_above_value|funding_window,15.34,0.8088139004335249,0.6056475170399311,-0.20316638339359372,0.9704423704813996,mixed_neutral,neutral_rotation,,1.0,rotation_overlay:no_test_fold,15.34,0.499931
TRX/USDT,2024-08-25 20:00:00+00:00,2024-08-26 00:00:00,long,0.16,0.17,15011.987445,2491.84,1.9935,3.7378,0.2492,1,soft_sl,0.167,0.16,,3084.7565,0.769941,0.03318,0.83,adx:strong|daily:aligned|obv:aligned|vp:inside_value|weekend,23.75,6.4365790814083335,6.115281871775968,-0.3212972096323652,0.9044054174491785,mixed_neutral,neutral_rotation,,1.0,rotation_overlay:no_test_fold,23.75,0.769941
DOGE/USDT,2024-08-28 04:00:00+00:00,2024-08-28 08:00:00,short,0.1,0.1,31141.89884,3078.11,2.4625,4.6172,0.0603,1,soft_sl,0.0982,0.1,,3108.5073,1.149826,0.04977,1.244,market:trend|adx:trend|daily:aligned|obv:aligned|vp:inside_value,35.74,-6.973698587372191,-10.373377915771032,-3.3996793283988413,1.096550826541059,risk_off_broad,with_rotation,,1.0,rotation_overlay:no_test_fold,35.74,1.149826
LINK/USDT,2024-08-28 04:00:00+00:00,2024-08-28 08:00:00,short,11.18,10.99,182.924248,2028.36,1.6227,3.0425,-0.001,1,soft_sl,10.995,11.28,,3108.5073,0.950379,0.0335,1.25,market:trend|adx:strong|daily:aligned|obv:aligned|vp:inside_value,29.54,-6.973698587372191,-10.373377915771032,-3.3996793283988413,1.096550826541059,risk_off_broad,with_rotation,,1.0,rotation_overlay:no_test_fold,29.54,0.950379
DOGE/USDT,2024-09-02 04:00:00+00:00,2024-09-02 08:00:00,short,0.1,0.09,34699.407387,3285.53,2.6284,4.9283,0.1643,1,soft_sl,0.0942,0.1,,3173.7923,0.816144,0.05,1.25,adx:strong|daily:aligned|obv:aligned|vp:short_below_value,25.9,-2.190301859290522,-2.6504175560351784,-0.46011569674465624,0.8537389277431797,risk_off_broad,with_rotation,,1.0,rotation_overlay:no_test_fold,25.9,0.816144
LINK/USDT,2024-09-02 04:00:00+00:00,2024-09-02 08:00:00,short,10.47,10.35,194.575719,2025.35,1.6203,3.038,0.1013,1,soft_sl,10.3492,10.61,,3173.7923,0.584799,0.03176,1.185,adx:strong|daily:aligned|obv:aligned|vp:inside_value,18.56,-2.190301859290522,-2.6504175560351784,-0.46011569674465624,0.8537389277431797,risk_off_broad,with_rotation,,1.0,rotation_overlay:no_test_fold,18.56,0.584799
LINK/USDT,2024-09-06 20:00:00+00:00,2024-09-07 00:00:00,short,9.51,9.31,314.25494,2957.31,2.3658,4.436,0.3495,1,soft_sl,9.3111,9.56,,3218.2554,1.719999,0.04899,1.225,market:trend|adx:strong|daily:aligned|obv:aligned|rsi:cold_short|vp:short_below_value,55.35,-7.765477612377603,-9.203825560959643,-1.4383479485820407,1.2678719602175368,risk_off_broad,with_rotation,,1.0,rotation_overlay:no_test_fold,55.35,1.719999
DOGE/USDT,2024-09-07 00:00:00+00:00,2024-09-07 04:00:00,short,0.09,0.09,11612.190301,1069.78,0.8558,1.6047,0.0535,1,soft_sl,0.0918,0.09,,3200.0286,0.149689,0.01794,0.669,market:trend|adx:trend|daily:aligned|obv:aligned|pattern:contra|vp:short_below_value|weekend|funding_window|daily_close,4.79,-6.134174848873586,-8.265093541799896,-2.1309186929263095,1.2909635061763414,risk_off_broad,with_rotation,,1.0,rotation_overlay:no_test_fold,4.79,0.149689
LINK/USDT,2024-09-20 12:00:00+00:00,2024-09-20 16:00:00,long,11.6,11.67,370.033856,4305.92,3.4447,6.4589,0.4306,1,soft_sl,11.6731,11.45,,3278.3994,0.509861,0.05,1.25,market:trend|adx:trend|daily:aligned|obv:aligned|vp:long_above_value,16.72,7.386322265138823,10.25792163100434,2.8715993658655172,1.2727280991989225,eth_alt_leads_up,with_rotation,,1.0,rotation_overlay:no_test_fold,16.72,0.509861
LINK/USDT,2024-09-26 20:00:00+00:00,2024-09-27 00:00:00,long,12.62,12.66,254.295523,3213.23,2.5706,4.8199,0.3213,1,soft_sl,12.6566,12.39,,3295.1147,0.087391,0.04048,1.012,daily:aligned|obv:aligned|rsi:hot_long|vp:long_above_value,2.88,2.220866536225796,-0.8911595179280085,-3.1120260541538047,0.7270187879503512,btc_leads_up,with_rotation,,1.0,rotation_overlay:no_test_fold,2.88,0.087391
DOGE/USDT,2024-09-27 00:00:00+00:00,2024-09-27 04:00:00,long,0.12,0.12,12678.62146,1504.78,1.2038,2.2572,0.0752,1,soft_sl,0.1192,0.12,,3280.3655,0.322568,0.02075,0.774,daily:aligned|obv:aligned|rsi:hot_long|vp:long_above_value|funding_window|daily_close,10.58,2.9022779691004974,-0.5567230066821915,-3.459000975782689,0.7396866979966203,btc_leads_up,with_rotation,,1.0,rotation_overlay:no_test_fold,10.58,0.322568
DOGE/USDT,2024-09-28 20:00:00+00:00,2024-09-29 00:00:00,long,0.13,0.13,14932.269368,1950.41,1.5603,2.9256,0.0975,1,soft_sl,0.1311,0.13,,3308.5757,0.310305,0.035,0.875,market:trend|adx:strong|daily:aligned|obv:aligned|vp:long_above_value|weekend,10.27,4.034735461967731,4.169374515992197,0.13463905402446574,0.5384594938821694,mixed_neutral,neutral_rotation,,1.0,rotation_overlay:no_test_fold,10.27,0.310305
DOGE/USDT,2024-10-06 20:00:00+00:00,2024-10-06 20:00:00,long,0.11,0.11,20995.527989,2316.02,1.8528,3.474,0.1158,1,soft_sl,0.11,0.11,,3318.8424,-0.556214,0.03167,0.792,adx:trend|daily:aligned|obv:aligned|vp:inside_value|weekend,-18.46,2.6287747139250417,3.7438360822989125,1.1150613683738708,0.46275031469148725,eth_alt_leads_up,with_rotation,,1.0,rotation_overlay:no_test_fold,-18.46,-0.556214
DOGE/USDT,2024-10-07 08:00:00+00:00,2024-10-07 12:00:00,long,0.11,0.11,25316.951737,2885.98,2.3088,4.329,0.1443,1,soft_sl,0.1144,0.11,,3300.3825,0.368291,0.03878,0.97,daily:aligned|obv:aligned|vp:inside_value|funding_window,12.16,3.429749576166996,4.158702820776705,0.7289532446097091,0.4738416297963577,mixed_neutral,neutral_rotation,,1.0,rotation_overlay:no_test_fold,12.16,0.368291
TRX/USDT,2024-10-08 20:00:00+00:00,2024-10-08 20:00:00,long,0.16,0.16,66213.797901,10587.59,8.4701,15.8814,0.5294,1,soft_sl,0.16,0.16,,3312.5376,-0.351334,0.04291,1.073,daily:aligned|obv:aligned|rsi:hot_long|pattern:aligned|vp:long_above_value,-11.64,0.6565581407386389,1.8249287267657621,1.1683705860271232,0.7018840893759116,mixed_neutral,neutral_rotation,,1.0,rotation_overlay:no_test_fold,-11.64,-0.351334
TRX/USDT,2024-10-09 00:00:00+00:00,2024-10-09 00:00:00,long,0.16,0.16,55678.92523,8909.46,7.1276,13.3642,0.4455,1,soft_sl,0.16,0.16,,3300.8995,-0.684892,0.03577,0.894,market:trend|adx:trend|daily:aligned|obv:aligned|rsi:hot_long|vp:long_above_value|funding_window|daily_close,-22.61,0.17509605292220787,1.0947120683511447,0.9196160154289368,0.6994936905195418,mixed_neutral,neutral_rotation,,1.0,rotation_overlay:no_test_fold,-22.61,-0.684892
LINK/USDT,2024-10-22 12:00:00+00:00,2024-10-22 16:00:00,long,12.18,12.32,328.050437,4018.67,3.2149,6.028,0.4019,1,soft_sl,12.3173,12.08,,3278.2919,1.049704,0.04763,1.191,daily:aligned|obv:aligned|vp:long_above_value,34.41,-1.1620117640837035,0.09162313617250284,1.2536349002562064,0.47999649273746636,alt_resilient_down,neutral_rotation,,1.0,rotation_overlay:no_test_fold,34.41,1.049704
DOGE/USDT,2024-10-28 20:00:00+00:00,2024-10-29 00:00:00,long,0.16,0.16,15046.494604,2418.11,1.9345,3.6272,0.2418,1,soft_sl,0.1621,0.16,,3312.7043,1.114302,0.04291,1.073,daily:aligned|obv:aligned|rsi:hot_long|pattern:aligned|vp:long_above_value,36.91,4.100661720473231,1.1477118479736204,-2.9529498724996106,0.5457681418012404,btc_leads_up,with_rotation,,1.0,rotation_overlay:no_test_fold,36.91,1.114302
TRX/USDT,2024-10-30 20:00:00+00:00,2024-10-30 20:00:00,long,0.17,0.17,47346.736157,8039.71,6.4318,12.0596,0.402,1,soft_sl,0.17,0.17,,3349.6178,-0.01278,0.03133,1.169,market:trend|adx:trend|daily:aligned|obv:aligned|rsi:hot_long|vp:long_above_value,-0.43,5.911956919229455,6.472619081034048,0.5606621618045926,0.6713542224652719,mixed_neutral,neutral_rotation,,1.0,rotation_overlay:no_test_fold,-0.43,-0.01278
LINK/USDT,2024-10-30 20:00:00+00:00,2024-10-31 00:00:00,long,12.25,12.43,296.092617,3653.09,2.9225,5.4796,0.3653,1,soft_sl,12.4273,12.16,,3349.6178,1.323637,0.04763,1.191,daily:aligned|obv:aligned|vp:long_above_value,44.34,5.911956919229455,6.472619081034048,0.5606621618045926,0.6713542224652719,mixed_neutral,neutral_rotation,,1.0,rotation_overlay:no_test_fold,44.34,1.323637
LINK/USDT,2024-11-03 20:00:00+00:00,2024-11-04 00:00:00,short,10.72,10.66,190.219495,2033.68,1.6269,3.0505,0.0505,1,soft_sl,10.6644,10.92,,3393.5265,0.160844,0.02834,0.708,daily:aligned|obv:aligned|rsi:cold_short|vp:short_below_value|weekend,5.46,-2.0791950730163933,-2.4475899948693702,-0.36839492185297695,0.6417033584065234,risk_off_broad,with_rotation,1.0,1.0,rotation_overlay:keep,5.46,0.160844
DOGE/USDT,2024-11-05 20:00:00+00:00,2024-11-06 00:00:00,long,0.17,0.17,8563.681173,1457.01,1.1656,2.1855,0.1457,1,soft_sl,0.1724,0.17,,3398.9848,1.059989,0.03572,0.893,daily:aligned|obv:aligned|vol:high|vp:long_above_value,36.03,-0.7865892786744877,-3.4271661993075853,-2.6405769206330976,0.7092482008572715,mixed_neutral,neutral_rotation,1.0,1.0,rotation_overlay:keep,36.03,1.059989
TRX/USDT,2024-11-10 12:00:00+00:00,2024-11-10 16:00:00,long,0.17,0.17,47335.085185,7859.53,6.2876,11.7893,0.786,1,soft_sl,0.1664,0.17,,3435.0136,0.305925,0.03334,0.833,daily:aligned|obv:aligned|vp:long_above_value|weekend,10.51,6.886886190788877,15.400341569429177,8.5134553786403,0.7823278067577766,eth_alt_leads_up,with_rotation,1.0,1.0,rotation_overlay:keep,10.51,0.305925
LINK/USDT,2024-11-23 04:00:00+00:00,2024-11-23 08:00:00,long,16.78,17.02,81.264463,1373.43,1.0987,2.0601,0.4627,1,soft_sl,17.0184,16.39,,3445.5222,0.450211,0.02946,0.736,market:trend|adx:trend|daily:aligned|obv:aligned|vol:elevated|rsi:hot_long|vp:long_above_value|weekend,15.51,7.201421494676463,8.075103431806019,0.8736819371295557,0.790720227272891,eth_alt_leads_up,with_rotation,1.0,1.0,rotation_overlay:keep,15.51,0.450211
DOGE/USDT,2024-11-23 08:00:00+00:00,2024-11-23 12:00:00,long,0.46,0.48,1283.721037,603.28,0.4826,0.9049,0.0302,1,soft_sl,0.4781,0.46,,3464.6193,0.564719,0.01551,0.579,market:trend|adx:strong|daily:aligned|obv:aligned|vol:high|rsi:hot_long|vp:long_above_value|weekend|funding_window,19.57,6.185882317465863,7.495371441795884,1.309489124330021,0.7899474016251111,eth_alt_leads_up,with_rotation,1.0,1.0,rotation_overlay:keep,19.57,0.564719
LINK/USDT,2024-12-01 00:00:00+00:00,2024-12-01 04:00:00,long,19.02,19.11,69.519258,1325.45,1.0604,1.9882,0.0663,1,soft_sl,19.1148,18.51,,3480.5996,0.105749,0.0241,0.603,adx:trend|daily:aligned|obv:aligned|vol:elevated|vp:long_above_value|weekend|funding_window|daily_close,3.68,0.5942326380634411,1.363556790704279,0.7693241526408379,0.7000469728357013,mixed_neutral,neutral_rotation,1.0,1.0,rotation_overlay:keep,3.68,0.105749
LINK/USDT,2024-12-02 12:00:00+00:00,2024-12-02 16:00:00,long,19.78,21.55,89.469905,1849.05,1.4792,2.7736,0.5938,1,soft_sl,21.5524,20.8,,3484.2804,4.40953,0.03858,0.964,adx:trend|daily:aligned|obv:against|vol:elevated|pattern:strong_contra|vp:long_above_value,153.64,-2.1694267961053226,-0.12289281911123107,2.0465339769940916,0.5245979608309936,alt_resilient_down,neutral_rotation,1.0,1.0,rotation_overlay:keep,153.64,4.40953
LINK/USDT,2024-12-12 12:00:00+00:00,2024-12-12 16:00:00,long,27.85,28.41,49.65606,1396.94,1.1176,2.0954,0.0698,1,soft_sl,28.4108,26.9,,3637.9207,0.669701,0.04126,1.031,market:trend|adx:trend|daily:aligned|obv:aligned|vol:high|vp:long_above_value,24.36,2.2233677746150704,1.5323015922443117,-0.6910661823707587,0.8714009150503733,mixed_neutral,neutral_rotation,1.0,1.0,rotation_overlay:keep,24.36,0.669701
LINK/USDT,2024-12-13 08:00:00+00:00,2024-12-13 12:00:00,long,28.92,29.02,36.850836,1067.58,0.8541,1.6014,0.0534,1,soft_sl,29.0226,27.35,,3662.2839,0.036697,0.0336,0.84,market:trend|adx:trend|daily:aligned|obv:aligned|vol:high|vp:inside_value|funding_window,1.34,2.9647893336295805,4.018744142455488,1.0539548088259076,1.071794517704283,eth_alt_leads_up,with_rotation,1.0,1.0,rotation_overlay:keep,1.34,0.036697
DOGE/USDT,2025-01-03 20:00:00+00:00,2025-01-04 00:00:00,long,0.38,0.39,9545.321639,3662.39,2.9299,5.4936,0.3662,1,soft_sl,0.3879,0.38,,3663.6279,1.961408,0.05,1.25,market:trend|adx:strong|daily:aligned|obv:aligned|rsi:hot_long|pattern:aligned|vp:long_above_value,71.86,4.662166324326278,7.965886463090377,3.303720138764099,0.5953035314069064,eth_alt_leads_up,with_rotation,1.0,1.0,rotation_overlay:keep,71.86,1.961408
LINK/USDT,2025-01-03 20:00:00+00:00,2025-01-04 00:00:00,long,23.78,23.81,93.30112,2220.08,1.7761,3.3301,0.222,1,soft_sl,23.8075,23.15,,3663.6279,-0.080494,0.03335,1.244,market:trend|adx:trend|daily:aligned|obv:aligned|vp:inside_value,-2.95,4.662166324326278,7.965886463090377,3.303720138764099,0.5953035314069064,eth_alt_leads_up,with_rotation,1.0,1.0,rotation_overlay:keep,-2.95,-0.080494
LINK/USDT,2025-01-06 08:00:00+00:00,2025-01-06 12:00:00,long,23.51,23.77,130.524512,3085.96,2.4688,4.6289,0.3086,1,soft_sl,23.7745,23.16,,3732.5376,0.723018,0.04266,1.067,adx:strong|daily:aligned|obv:aligned|vp:inside_value|funding_window,26.99,3.1212672033238187,6.315001369216522,3.193734165892703,0.44267887379353077,eth_alt_leads_up,with_rotation,1.0,1.0,rotation_overlay:keep,26.99,0.723018
LINK/USDT,2025-01-06 20:00:00+00:00,2025-01-07 00:00:00,long,23.89,24.03,135.798224,3253.94,2.6032,4.8809,0.3254,1,soft_sl,24.0292,23.37,,3759.5245,0.280452,0.0474,1.185,adx:strong|daily:aligned|obv:aligned|vp:inside_value,10.54,3.2738176781283768,1.782484931983408,-1.4913327461449688,0.7592924970535159,btc_leads_up,with_rotation,1.0,1.0,rotation_overlay:keep,10.54,0.280452
LINK/USDT,2025-01-09 00:00:00+00:00,2025-01-09 04:00:00,short,20.42,20.23,102.653168,2086.7,1.6694,3.1301,0.1043,1,soft_sl,20.2304,20.93,,3770.0681,0.399932,0.03825,0.956,market:trend|adx:strong|daily:aligned|obv:aligned|vol:elevated|vp:short_below_value|funding_window|daily_close,15.08,-3.3822383928444277,-8.516737460659819,-5.134499067815391,1.1915442232947544,risk_off_broad,with_rotation,1.0,1.0,rotation_overlay:keep,15.08,0.399932
DOGE/USDT,2025-01-13 16:00:00+00:00,2025-01-13 20:00:00,short,0.32,0.32,6474.238203,2083.98,1.6672,3.126,0.1042,1,soft_sl,0.3193,0.33,,3785.1458,0.750206,0.0349,0.873,daily:aligned|obv:aligned|vol:elevated|vp:inside_value|funding_window,28.4,-1.7186032613335511,-6.052655917624927,-4.334052656291376,0.9649654138624165,mixed_neutral,neutral_rotation,1.0,1.0,rotation_overlay:keep,28.4,0.750206
DOGE/USDT,2025-01-15 20:00:00+00:00,2025-01-16 00:00:00,long,0.38,0.39,7093.882194,2706.21,2.165,4.0593,0.1488,1,soft_sl,0.386,0.37,,3813.5422,1.519975,0.04287,1.072,daily:aligned|obv:aligned|vol:elevated|vp:long_above_value,57.96,5.476665282255966,4.7158993876405875,-0.7607658946153784,1.2231334525099526,btc_leads_up,with_rotation,1.0,1.0,rotation_overlay:keep,57.96,1.519975
LINK/USDT,2025-01-16 20:00:00+00:00,2025-01-17 00:00:00,long,23.7,23.77,118.928594,2823.01,2.2584,4.2345,0.1412,1,soft_sl,23.771,23.05,,3871.5071,0.037533,0.04409,1.102,market:trend|adx:strong|daily:aligned|obv:aligned|vol:elevated|rsi:hot_long|vp:long_above_value,1.45,8.785930719979884,10.56194340552321,1.7760126855433267,0.9474875140266295,eth_alt_leads_up,with_rotation,1.0,1.0,rotation_overlay:keep,1.45,0.037533
DOGE/USDT,2025-01-17 16:00:00+00:00,2025-01-17 20:00:00,long,0.41,0.42,5705.287831,2377.47,1.902,3.5662,0.2377,1,soft_sl,0.4205,0.41,,3872.9602,0.982104,0.03787,0.947,market:trend|adx:trend|daily:aligned|obv:aligned|vol:elevated|rsi:hot_long|vp:long_above_value|funding_window,38.04,7.8093317858835665,6.959945213532759,-0.8493865723508076,0.8442038208224762,btc_leads_up,with_rotation,1.0,1.0,rotation_overlay:keep,38.04,0.982104
TRX/USDT,2025-01-19 16:00:00+00:00,2025-01-19 20:00:00,short,0.24,0.24,7393.114946,1777.5,1.422,2.6663,0.0889,1,soft_sl,0.2403,0.25,,3910.9967,-0.060208,0.02443,0.611,adx:trend|daily:aligned|obv:against|pattern:contra|vp:inside_value|weekend|funding_window,-2.35,5.720126175846252,1.5504201680672125,-4.169706007779039,0.8968944892102103,btc_leads_up,neutral_rotation,1.0,1.0,rotation_overlay:keep,-2.35,-0.060208
TRX/USDT,2025-01-31 20:00:00+00:00,2025-02-01 00:00:00,long,0.25,0.25,22895.559762,5823.2,4.6586,8.7348,0.5823,1,soft_sl,0.2545,0.25,,3908.642,-0.208188,0.04309,1.077,daily:aligned|obv:aligned|pattern:contra|vp:inside_value,-8.14,-0.09075039538452012,6.062195102572665,6.152945497957186,1.0222062758306072,eth_alt_leads_up,with_rotation,1.0,1.0,rotation_overlay:keep,-8.14,-0.208188
DOGE/USDT,2025-02-02 04:00:00+00:00,2025-02-02 08:00:00,short,0.3,0.3,5331.055167,1588.12,1.2705,2.3822,-0.0246,1,soft_sl,0.2972,0.31,,3900.5047,0.084732,0.0255,0.638,daily:aligned|obv:aligned|vol:elevated|rsi:cold_short|vp:short_below_value|weekend,3.3,-5.700974840165573,-3.869012280098749,1.831962560066824,0.8437661051839558,risk_off_broad,with_rotation,1.0,1.0,rotation_overlay:keep,3.3,0.084732
DOGE/USDT,2025-02-02 16:00:00+00:00,2025-02-02 20:00:00,short,0.29,0.27,6243.979009,1754.31,1.4035,2.6315,0.0877,1,soft_sl,0.2674,0.28,,3903.8096,4.228605,0.03119,0.78,market:trend|adx:trend|daily:aligned|obv:aligned|vol:elevated|vp:short_below_value|weekend|funding_window,165.08,-5.895408806342706,-5.3745863280061705,0.5208224783365356,0.8713893983731787,risk_off_broad,with_rotation,1.0,1.0,rotation_overlay:keep,165.08,4.228605
TRX/USDT,2025-02-03 00:00:00+00:00,2025-02-03 04:00:00,short,0.23,0.21,11372.762519,2450.84,1.9607,3.6763,0.1225,1,soft_sl,0.2055,0.21,,4068.8863,5.436682,0.02811,0.703,market:trend|adx:strong|daily:aligned|obv:aligned|rsi:cold_short|vp:short_below_value|weekly_open|funding_window|daily_close,221.21,-6.6990902481827375,-11.639750328110265,-4.940660079927528,0.8711878521136042,risk_off_broad,with_rotation,1.0,1.0,rotation_overlay:keep,221.21,5.436682
DOGE/USDT,2025-02-18 20:00:00+00:00,2025-02-19 00:00:00,short,0.25,0.25,13004.275954,3202.18,2.5617,4.8033,-0.0369,1,soft_sl,0.2457,0.25,,4290.0987,0.174442,0.04309,1.077,daily:aligned|obv:aligned|pattern:strong_contra|vp:inside_value,7.48,-3.522983807690283,-2.289622360987209,1.233361446703074,0.48760595244488325,risk_off_broad,with_rotation,1.0,1.0,rotation_overlay:keep,7.48,0.174442
DOGE/USDT,2025-02-22 00:00:00+00:00,2025-02-22 04:00:00,short,0.24,0.24,8689.708858,2074.69,1.6598,3.112,0.1037,1,soft_sl,0.2381,0.24,,4297.5825,0.156388,0.02677,0.669,adx:trend|daily:aligned|obv:aligned|pattern:contra|vp:short_below_value|weekend|funding_window|daily_close,6.72,0.5290623496684743,-0.36396724294814886,-0.8930295926166232,0.893868028553235,mixed_neutral,neutral_rotation,1.0,1.0,rotation_overlay:keep,6.72,0.156388
LINK/USDT,2025-02-22 00:00:00+00:00,2025-02-22 04:00:00,short,17.41,17.31,60.312959,1047.17,0.8377,1.5708,0.0524,1,soft_sl,17.3126,17.86,,4297.5825,0.082308,0.01538,0.574,daily:aligned|obv:aligned|vol:elevated|vp:short_below_value|weekend|funding_window|daily_close,3.54,0.5290623496684743,-0.36396724294814886,-0.8930295926166232,0.893868028553235,mixed_neutral,neutral_rotation,1.0,1.0,rotation_overlay:keep,3.54,0.082308
DOGE/USDT,2025-02-24 08:00:00+00:00,2025-02-24 12:00:00,short,0.23,0.23,17031.505304,3927.29,3.1418,5.8909,0.1964,1,soft_sl,0.228,0.23,,4307.8406,1.802099,0.045,1.125,market:trend|adx:strong|daily:aligned|obv:aligned|pattern:contra|vp:short_below_value|funding_window,77.63,-2.3395495770916153,-1.2551769697893622,1.084372607302253,0.8194411755431468,alt_resilient_down,neutral_rotation,1.0,1.0,rotation_overlay:keep,77.63,1.802099
DOGE/USDT,2025-02-24 20:00:00+00:00,2025-02-25 00:00:00,short,0.22,0.21,17046.73893,3665.87,2.9327,5.4988,-0.2246,1,soft_sl,0.2081,0.21,,4385.4722,5.178605,0.04899,1.225,market:trend|adx:strong|daily:aligned|obv:aligned|rsi:cold_short|vp:short_below_value,227.11,-1.3978319640935433,0.06594731037306012,1.4637792744666034,0.5663466245785866,alt_resilient_down,neutral_rotation,1.0,1.0,rotation_overlay:keep,227.11,5.178605
DOGE/USDT,2025-02-28 08:00:00+00:00,2025-02-28 12:00:00,short,0.19,0.18,8936.550424,1641.03,1.3128,2.4615,0.0821,1,soft_sl,0.182,0.19,,4612.5784,0.555358,0.03307,0.827,market:trend|adx:strong|daily:aligned|obv:aligned|vol:high|rsi:cold_short|vp:short_below_value|funding_window,25.62,-11.318252039761202,-11.067123536544665,0.25112850321653646,1.7803893479180377,risk_off_broad,with_rotation,1.0,1.0,rotation_overlay:keep,25.62,0.555358
